,Title,Lyrics
10,Ascension ,"You are now tuned into the tomb of Jehova
Play my tunes loud enough to shake the room, what's the hold up?
Heard the world is ending soon I assumed that they told ya 
They tryna dinosaur us
So now it's time to go up

The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)

The roof is on fire
She wet like Barbra Streisand
Police everywhere
It's like a nigga killed a white man
I just wanna find a baby mama 'fore the night end
So don't be coming 'round here
On that batter right shit
On that 911 shit
Need a misses brown as Missy
I can have some fun with
Them slave bones make Grace Jones'
Don't stop, bitch, stay focused
They hated on us since days of Moses
Let my people go crazy
Them stars falling, don't chase 'em

The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)

Attack on Iraq
It's on a line
Typing it fast
Then it's slipping my mind
Oh when I'm drunk
I'm spirited back
I fall in a fire then I save myself
Then I get advantage
'Cause the feeling's so raw
In these times of sedition
Nothing is dull
And I'm moving into stillness
I'm recalling it all
And I’m a lover just a lover just a lover just a lover

The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)

All these liberated women sitting in my lap
I'm finna catch a body like I got a gun and badge
I'm finna turn Obama to my patna 'fore he dash
Pull up to his pad, wipe my ass with the flag
I'm just playing, baby, this the land of the free
Where you can get a Glock and a gram for the cheap
Where you can live your dreams long as you don't look like me
Be a puppet on a string, hanging from a fucking tree
(AGHH)

The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)"
11,Baby Queen ,"[Verse 1: 2-D]
I met the princess from Thailand again
She had grown up
Into a queen
Down in the abyss where the night
Never turns to daylight
She kept me in a Polaroid
That was pinned up on her wall
Under Garuda's mirror lights
She takes flight
Yeah the kid's alright

[Chorus: 2-D]
You've grown up
Baby Queen
You've grown up
Baby Queen (You've grown up)

[Verse 2: 2-D]
She fell into the generals (Oh, Baby Queen)
On the watch all around her
I fell into the vanity
The mirrored lights of our dreams

[Chorus: 2-D]
You've grown up (Baby Queen)
In my dreams where you've been (Dreams, dreams, dreams)
You've grown up (Baby Queen)
In my dreams where you've been (Dreams, dreams, dreams)
(Baby Queen)
In my dreams where you've been (Dreams, dreams, dreams)
You've grown up (Baby Queen)
In my dreams where you've been (Dreams, dreams, dreams)
You've grown up (Baby Queen)
In my dreams where you've been (Dreams, dreams, dreams)

[Outro: 2-D]
Baby Queen
You were in my dreams"
12,Battlesong ,"Interplanetary adversaries battling for supremacy 
Sounds like a good way to build up my infamy 
Soon as Automator sent for me 
We headed over to receive our registration forms from the galactic embassy 
(Yes may I help you?) 
Remember me? 
To escape a global panic we had to intercede 
(Oh you're here for the battle forms?) 
Yeah can we get them for free? 
(I'm afraid not you'll have to pay the entry fee) 
It was worth a try when we first arrived on Mercury 
Gravity adjustment must then 
Step up contestant 
Number 12, I was 13 he started bursting ammunition that wasn't working 
His rudimentary technical abilities couldn't kill me 
Knocked me for a loop 
But I could still breathe 
He had the crowd going by appearance 
Here comes the anticipated interference from his squad and guards 
I bust back with onslought of hydrothermal clod that burnt they're third eye 
Though outnumbered I come with heat and trigger a massive explosion to the beat 
They hit me compressed air 
Left my chest bare 
My sonic stun gun takes em out by the next snare 

We won the bout just as the oxygen tanks were running out 
so we're back to the ship 
Pull a map from a blip 
Manipulate the cursor 
Recharge our essentials set the coordinates then flow 
Through a trillion miles of space with style and grace 
Next stop Pluto to rock these new flows 
Atmosphere methane, be strategic like a chess game 
Leave this emcee with chest pains 
I had to battle a shadow in his black light form 
He dazzled me adding 3 points to his score 
Engulfed my microphone with darkness adding 3 more 
The panel started to roar 
I had to find the core of his power 
He stretched his text causing me to black out 
It took my data 
I couldn't back out 
It took out the sound man I'm taking a pounding 
I bust out an a capella that's astounding 
Project a uni-beam through his spleen 
Pulled out my x-ray cannons to disintegrate the phantom 
It's not fine my cell structure ruptured 
His form will get bust up into clusters 
Shadowy masses spread to the greater darkness of outer space 
Now I'm placed 1st among artists 

Serve due more space travel 
Computer 
(Yes deltron) 
What have you 
Next destination 
The colony of Sicilia an earth colony 
This is appealing 
Hyperspace 
With mic in place we was off breathing frost 
in a void thinking what if we had lost? 
Ha 
Entertain an ignorant thought 
Land Ho, Sicilia we entered the port 
Fill out a few forms then we meet our challenger named qusar 
(No matter who you are I'll handle ya) 
He's a real charmer 
I threw on my pla-steel armor 
He wants to absorb the talents that I worked so hard for 
A biter hard core 
I busted a few shots and opened him like a car door 
He was a quadruped, four arms 
He hit me with four fore arms made of bronze 
I said Automater play the song 
(You got it) 
Was the theme 
Made a slight alteration in my scheme 
Set him up with a condition beam with his double team 
Leaned toward his dome piece and reamed the back of his neck 
With a cranial disruption siphon 
Squeezed out his brain like juice 
Like a python "
13,Bill Murray ,"Too many days to get lost 
Many, many people I've known got lost 
Too many days to get lost 
Many, many people I've known got lost 

Too many days to get lost 
Many, many people I've known got lost 

Too many days to get lost 
Many, many people I've known got lost 
Too many days to get lost 
Many, many people I've known got lost"
14,Bobby in Phoenix ,"Let's talk about feelings
it's got a way to helpin you to breathe a little better

mmmmmhmmmm

with a stormin rain
if you need to escape
wooah
ooh you wonder why
let's talk about feelings
it's got a way to helpin you to breathe a little better
ooooh

yaaa hm
I can slowly see 
I lie say little way
In my mind and my heart i have no doubt
ooooh
you wonder why"
15,Broken ,"Distant stars
Come in black or red
I've seen their worlds
Inside my head

They connect 
With the fall of man
They breathe you in
And dive as deep as they can

There's nothing you can do for them
They are the force between
When the sunlight is arising

There's nothing you can say to him
He is an outer heart
And the space has been broken

It's Broken
Our love
It's Broken

Is it far away in the 
Glitter Freeze
Or in our eyes
Every time they leave

It's by the light
Of the plasma screens
We keep switched on
All through the night while we sleep

There's nothing you can do for them
They are the force between
When the sunlight is arising

There's nothing you can say to her
I am without a heart
And the space has been broken

It's Broken
Our love
It's Broken"
16,Busted and Blue ,"Where does it come from?
When everything was outside
Busted and blue
How in the universe
Through the lithium
Busted and blue

I was asked by a computer
A shadow on the wall
An image made by Virgil
To rule over us all
So amplify the sirens
And to find real amends
I'm through the echo-chambers
To other worlds away

All my life
All my life
Be my light
On me, I am a satellite
And I can't get back without you
Be my love
Be my love
Be my light
Be my light

Where do they come from?
The wires that connect to us
Weightless and fall on your body
'Till we're invisible
I'm with you throughout it, choose
Busted and blue

All my life
All my life
Be my light
On me, I am a satellite
And I can't get back without you
Be my love
Be my love
Be my light
Be my light

Busted and blue"
17,California And The Slipping Of The Sun ,"California
an ocean now I come again before you
all alone with you
in the slipping of the sun

set on dreamers

repeats the faithful ones again
like water of the mountains that
it's the slipping of the sun..."
18,Carnival (feat. Anthony Hamilton) ,"[Intro]
Carnival

[Verse 1: Anthony Hamilton]
We play to win, just to find the dark
Go home again, and we both fall out
I wanna spend the time with you
Doing nothing
Keep you satisfied, while they rob us blind
I hear the music in the background
Singing, singing

[Bridge: Anthony Hamilton]
Oh, I haven't see the glory
Coming, coming coming
And we play
We play, we play, we play like a-

[Chorus: Anthony Hamilton + Choir]
Just like a carnival
Game (Just like a carnival)
Laugh (Just like a carnival)
Joke (Just like a-)
Spinning me round and around and around
Just like a carnival

[Verse 2: Anthony Hamilton]
We play to win, just to find the dark
Go... again, and we both fall out
I wanna spend the time with you
Doing nothing

[Chorus (Variation): Anthony Hamilton + Choir]
We... (Just like a carnival)
We laughed (Just like a carnival)
Sleep with the dead (Just like a carnival)
Playing with your mind (Just like a-)
Spinning me round and around and around
Just like a carnival, yeah"
19,Chalk Tablet Towers ft. St. Vincent ,"Chalk tablet towers, like drawing shadows
Chemical distraction, you are not with me
I departed in the spring, to a distant star
But I could not get back, I had gone too far (O-o-o-oh)

I wanna get drunk
I wanna get stoned
I wanna give up
I wanna go ho-o-o-ome

Watching rockets take off from the parting sea
How will I ever touch you if you are not with me? (O-o-o-oh, out here)
There's only silence (Out here) No form of contact (Out here)
I am dreaming, looking into the darkness (O-o-o-oh)

Home (Home)
Home (Home)
Home (Homе)
Home (Home)
Home (Homе)
Home (Home)
Home (Home)
Home (Home)

I won't be back 'til the end of summer, will you still be there?
I won't give up on you, darling, just tell me that you care
I don't need no trophies, no cell with a view
There's nothing I wouldn't give one minute with you, ooh, ooh, ooh-ooh
You, ooh, ooh, ooh-ooh
You, ooh, ooh, ooh-ooh
You, ooh, ooh, ooh-ooh, oh-oh, oh-oh, oh-oh

(You, ooh, ooh, ooh-ooh)
(You, ooh, ooh, ooh-ooh)
(You, ooh, ooh, ooh-ooh, oh-oh, oh-oh, oh-oh)"
20,Charger (feat. Grace Jones) ,"[Intro: Grace Jones]
I am the ghost
Hahahahaaaaaaaaa
Provocative
That's what I want

[Chorus: 2-D]
A cha-charger
Everything is supposed to get in
I just don't know where I'm a-getting from
A cha-charger
What is the cause of it, and
Well in that case, how do you know it's your own?
A cha-charger
What do you say now?
Thought you could use it when the flowers have grown
A cha-charger
What did you do in it?
I bet you're racing it, I'm left in a stew, chikuchi

[Hook: 2-D and Grace Jones]
A cha-charger
A cha-charger
A cha-charger
A cha-charger

[Interlude: Grace Jones]
Okay
Yeah, okay
Hahaaaaaaa

[Chorus: 2-D]
A cha-charger
Everything is supposed to get in
I just don't know where I'm a-getting from
A cha-charger
What is the cause of it, and
Well in that case, how do you know it's your own?
A cha-charger
What do you say now?
Thought you could use it when the flowers have grown
A cha-charger
What did you do in it?
I bet you're racing it, I'm left in a stew, chikuchi

[Hook: 2-D and Grace Jones]
A cha-charger
A cha-charger
A cha-charger
A cha-charger

[Interlude: Grace Jones]
I am the ghost
I am the sword
I am the ghost

[Chorus (Variation): 2-D and Grace Jones]
I'm gonna take you for a ride
(A cha-charger)
Everything is supposed to get in
I just don't know where I'm a-getting from
I'm gonna take you for a ride
(A cha-charger)
What is the cause of it, and
Well in that case, how do you know it's your own?
I'm gonna take you for a ride
(A cha-charger)
What do you say now?
Thought you could [?] when the flowers have grown
I'm gonna take you for a ride
(A cha-charger)
What did you do in it?
I bet you're racing it, I'm left in a stew, chikuchi

[Outro: Grace Jones and 2-D]
I'm gonna take you for a ride
(A cha-charger)
No antennas
(A cha-charger)
I'm gonna take you for a ride
(A cha-charger)
No antennas
(A cha-charger)
I'm gonna take you for a ride
(A cha-charger)
I'm inside you
No antennas
(A cha-charger)
I'm in charge
(A cha-charger)
No antennas"
21,Circle of Friendz (feat. Brandon Markell Holmes) ,"[2-D & Brandon Markell Holmes]
Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Everyday
See the world brand new

Circle of, circle of, circle of
My circle of friends

Everyday, everyday
See the world brand new

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends

Circle of, circle of, circle of
My circle of friends"
22,Clint Eastwood ,"I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but not for long
The future is coming on
It's coming on
It's coming on
It's coming on

Yeah, ha-ha
Finally, someone let me out of my cage
Now time for me is nothing 'cause I'm counting no age
Now I couldn't be there
Now you shouldn't be scared
I'm good at repairs
And I'm under each snare
Intangible
Bet you didn't think so I command you to
Panoramic view
Look, I'll make it all manageable
Pick and choose
Sit and lose
All you different crews
Chicks and dudes
Who you think is really kickin' tunes?
Picture you gettin' down in a picture tube
Like you lit the fuse
You think it's fictional?
Mystical? Maybe
Spiritual
Hero who appears in you to clear your view when you're too crazy
Lifeless
To those the definition for what life is
Priceless
To you because I put you on the hype shit
You like it?
Gun smokin' righteous with one toke
You're psychic among those
Possess you with one go

I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but not for long
The future is coming on
I ain't happy, I'm feeling glad
I got sunshine in a bag
I'm useless but not for long
The future (that's right) is coming on
It's coming on
It's coming on
It's coming on
It's coming on

The essence, the basics
Without, did you make it?
Allow me to make this
Child-like in nature
Rhythm
You have it or you don't, that's a fallacy
I'm in them
Every sprouting tree
Every child of peace
Every cloud and sea
You see with your eyes
I see destruction and demise (that's right)
Corruption in disguise
From this fuckin' enterprise
Now I'm sucked into your lies
Through Russel, not his muscles but percussion he provides
For me as a guide
Y'all can see me now 'cause you don't see with your eye
You perceive with your mind
That's the inner
So I'ma stick around with Russ' and be a mentor
Bust a few rhymes so motherfuckers remember where the thought is
I brought all this
So you can survive when law is lawless (right here)
Feelings, sensations that you thought was dead
No squealing, remember that it's all in your head"
23,Clint Eastwood (Phi Life Cypher Version) ,"Yo. Yo.

'Cause I'm this, Gorillaz from the mist lyricist and my thoughts be twisted
I spit the wickedest rhymes from a time that's never existed
My futuristic linguistics turn fools into statistics
I'm a lyrical misfit with the sadistic characteristics
I perform murderous acts on my tracks with a single breath
and if a boy wanna test, then I be stampin' upon his chest
Done makin' a mess - Not a man could concieve the weed I'm consumin'
and I transform from my cartoon pseudonym, turn to a human
I spit words from my mouth that be turnin' you inside out
and I tie knots in intestines just like I'm a boy scout
that's workin' 'em out - Now rearrangin' your whole skeletal structure
then I find some nine inch nails to perform some accupuncture
When I punch ya, I rupture one of your rib cage in a rage
and I turn you into a cartoon toon and erase the page
I take you back to the Stone Age with Barney and Fred Flinstone
Got Dino to take a machinos and then forage in a live home
I'ma take off like a jet pack with the get back, rather step back
I'ma make the crowd react and nod they heads until they neck snap
Life conflict rap while riding a skateboard and doin' a tic-tac
and leave your head in a spin like servin' on turn table skid mats
I'm a concrete lion, big cat - These are real talk, not big-chat
Did ya get that 'cause I ain't no small timer - I rhyme on big tracks
Now feel the vise I create - This heavyweight, I'm a rap to detonate
and demonstrate how I generate lyrics that supernaturally levitate
to the top - My lyrics are skeletons - Accelerate and leave you panicin'
Take the ground from beneath your feet, leave you Skywalk-in' like Anakin
I'm sharper than the tips of Zulu spears and Olympic javelins
My style is totally buck wild and most definitely happenin'
To your brains I be tappin' in, to computers I be hackin' in
To me, I be out of this world like aliens who were time travelin'
I'm babblin' in the Fists of Fury technique when I speak
Forget Karate Kid and these wooden blocks, I chop from concrete
Concrete, concrete, concrete!
Wha-wha-wha-wha-wha-wha!

I been stoned; ever since the days of creation, I've been red
I'm a mad dred, causin' so much havoc in Russel's head
My lyricism is just like an aneurysm inside his brain
He plays the beat in a trance and he's never feeling no pain
I could never be a racist because I posess so many faces
I'm one of those beat-up bad wit' bags and a pair of braces
with lines longer than laces - I'm gracin' you with my presence
The lyrics went flippin', makin' ya bubble like effervescence
I pulverize and bamboozle, shake numb skulls like a boodle
I smashed the top of your head with a guitar I borrowed from Noodle
I'm as animated as Japanese animes causin' callamities
Some serious savory from my roarous rhymes of reality
At the speed of sound, I'm wanderin' around - The clown done tried to defeat us
without tenacities or audacity - Don't you ever thought you could beat us
Beat us, beat us, beat us, beat us, beat us, beat us, beat us, beat us"
24,Cloud of Unknowing ,"On the cloud of unknowing
My world seems open
Every satellite up here is watching
But I was here from the very start
Trying to find a way to your heart

All the days are forgetting
They've gone out with the tide
Lost at sea somewhere, waiting
Like setting suns at the rodeo
Trying to find someone you'll never know

Oh, sinking love
On the cloud of unknowing
Every satellite up here is wanting
Waiting to see what the morning brings
May bring sunshine on it's wings"
