,Title,Lyrics
10,Baby I'm Yours (cover Barbary Lewis) ,"Baby, I'm yours (baby, I'm yours)
And I'll be yours (yours) until the stars fall from the sky,
Yours (yours) until the rivers all run dry
In other words, until I die

Baby, I'm yours (baby, I'm yours)
And I'll be yours (yours) until the sun no longer shines,
Yours (yours) until the poets run out of rhyme
In other words, until the end of time

I'm gonna stay right here by your side,
Do my best to keep you satisfied
Nothin' in the world can drive me away
'Cause every day, you'll hear me say

Baby, I'm yours (baby, I'm yours)
And I'll be yours (yours) until two and two is three,
Yours (yours) until the mountains crumble to the sea
In other words, until eternity

Baby, I'm yours
'Til the stars fall from the sky
Baby, I'm yours
'Til the rivers all run dry
Baby, I'm yours
'Til the poets run out of rhyme"
11,Bad Woman ,"When you left the house this evening,
You said you'd be back in a little while
Well I've been waiting for such a long time,
And this wait is driving me wild...

And while I wait I think about you,
Do you need me when I'm not there ?
Are you planning to be without me ?
Do you have a new attract ?

You're a bad bad woman
You're a bad bad woman

If he is on you...
It keeps flashing through my mind,
If you would only call,
If you would be so kind.
Imagine things,
I see another man
And it's this waiting I just can't stand...

You're a bad bad woman
You're a bad bad woman
You're a bad bad woman
You're a bad bad woman"
12,Balaclava ,"Running off over next doors garden
Before the hour is done
It's more a question of feeling
Than it is a question of fun
The confidence is the balaclava
I'm sure you'll baffle 'em good
Will the ending reek of salty cheeks
And runny makeup alone

Or will blood run down the face
Of a boy bewildered and scorned
And you'll find yourself in a skirmish
And you wish you'd never been born
And you tie yourself to the tracks
And there isn't no going back
And it's wrong wrong wrong
But we'll do it anyway cause we love a bit of trouble

Are you pulling her from a burning building
Or throwing her to the sharks
Can only hope that the ending is as pleasurable as the start
The confidence is the balaclava, i'm sure you baffle 'em straight
And its wrong wrong wrong, she can hardly wait

That's right, he won't let her out his sight
Now the shaggers perform
And the daggers are drawn
Who's the crooks in this crime?

That's right, he won't let her out his sight
Now the shaggers perform
And the daggers are drawn
Who's the crooks in this....
Crime!

That's right, he wont let her out his sight
That's right, he wont let her out his sight
That's right, he wont let her out his sight

Will you be able to boast that the day held the most 
Flawless heist of all time

You knew that it'd be trouble right before the very first kiss
Quiet and assuming but you heard that they were the naughtiest
She pleaded with you to take it off
But you resisted and fought
Sorry sweetheart, I'd much rather keep on the balaclava"
13,Batphone ,"I want an interesting synonym to describe this thing 
That you say we're all grandfathered in
I'll use the search engine
(We've got much to discuss)
Too much to discuss over a bucket of balls
I can recall the glow of your low beams

It's the big night in Tinsel City
Life became a spectator sport
I launch my fragrance called 'Integrity'
I sell the fact that I can't be bought
Have I told you all about the time that I got sucked into a hole through a handheld device?
I will flashback now and again but I'm usually alright
Thankfully the process has been simplified since the last time you tried

I've recognized the glow of your low beams numerous times
I'll be by the Batphone if you need to get a hold 
Making a selection opening credits roll
Panoramic windows looking out across your soul

You go in through the door
Vengeance trilogy wallpaper walls
The have re-decorated it all
They've changed all the lights and the bar's down the side

I've recognized the glow of your low beams numerous times
Through fairly opaque blinds in the sitting room
The vehicles will pass by but I know when it's you
I'll be in a nose dive in my flying shoes
Right behind your closed eyes like a memory from your youth
I'll be by the Batphone if you need to get a hold 
Making a selection opening credits roll
Killed pink flamingos, computer controlled
Panoramic windows looking out across your soul"
14,Big Ideas ,"That's quite a number to sing
Spot lit getting lowered in
Can you co-direct and play the twins?
And adapt the main theme for mandolins?
I've conjured up wonderful things
The Ballad of What Could Have Been
Over and out
It's been a thrill

I had big ideas, the band was so excited
The kind you'd rather not share over the phone
But now the orchestra's got us all surrounded
And I cannot for the life of me remember how they go

Co-ordinated release
Nationwide festivities
We had 'em out of their seats
Waving their arms and stomping their feet
Some just hysterical scenes
The Ballad of What Could Have Been
Over and out
Really it's been a thrill

I had big ideas, the band was so excited
The kind you'd rather not share over the phone
But now the orchestra's got us all surrounded
And I cannot for the life of me remember how they go
I just can't for the life of me remember how they go"
15,Bigger Boys and Stolen Sweethearts ,"There’s always somebody taller
With more of a wit
And he’s equipped to enthrall her
And her friends think he’s fit
And you just can’t measure up
Though you don’t have a prayer
Wishing that you’d made the most
Of her when she was there

They’ve got engaged
Is no intention of a wedding
He’s pinched ya bird and
And he’d probably kick your head in

Bigger boys and stolen sweethearts
Oh, you’re better off without her anyway
You said you wasn’t sad to see her go
Yeah, but I know you were, though

Now you don’t know what she’s up to you can only assume
If she’s not on the front of the shops
And then they’ve gone to his room
Bet she’s gone round in her school stuff
Bet that’s what he likes
I know you thought she was different
And you thought she was nice

But she’s not nice
She’s pretty fucking far from nice
She’s looking at you funny rarely
Looking at you twice

Bigger boys and stolen sweethearts
Oh, you’re better off without her anyway
You said you wasn’t sad to see her go
Yeah, but it’s clear you were, though

Have you heard what she has been doing?
Never did it for me
He picks her up at the school gates
At twenty past three
She’s been with all of the boys
But never went very far
And she wagged English and science
Just to go in his car

They’ve got engaged
Is no intention of a wedding
He’s pinched me bird
And he’d probably kick my head in

Oh, now the girls have grown
Yeah, but I’m sure that they still carry
On in similar ways

Bigger boys and stolen sweethearts
Oh, I’m better off without her anyway
I said I wasn’t sad to see her go
Yeah, but I’m only pretending, you know
Yeah, I’m only pretending, you know
I was only pretending, you know
I was only pretending, you know"
16,Black Treacle ,"Lately I've been seeing things
Belly button piercings
In the sky, at night
When we're side by side
And I don't mean to rain
On anybody's cabriolet
One of those games
You're gonna lose
But you wanna play it 
Just in case

Now it's getting dark
And the sky looks sticky
More like black treacle than tar
Black treacle
Somebody told the stars 
You're not coming out tonight
And so they found a place to hide

Does it help you stay up late
Does it help you concentrate
Does it tune you in
When you chew your chin
Am I ruining your fun

And you talk the talk alright
But do you walk the walk
Or catch the train
You wanted it, you got it
But you don't want it now

Now it's getting dark
And the sky looks sticky
More like black treacle than tar
Black treacle
Somebody told the stars 
You're not coming out tonight
And so they found a place to hide

Now I'm out of place
And I'm not getting any wiser
I feel like the Sundance Kid
Behind a synthesizer
And I tried last night
To pack away the laugh
Like a key under the mat
But it never seems to be there
When you want it

Black treacle
Black treacle
Black treacle"
17,Body Paint ,"[Verse 1]
For a master of deception and subterfuge
You've made yourself quite the bed, to lie in
Do your time traveling through the tanning booth
So you don't let the sun catch you crying

[Chorus]
So predictable, I know what you're thinking

[Verse 2]
My teeth are beating and my knees are weak
It's as if there's something up with the wiring
You can poke your head behind the mountain peak
It don't have to mean that you've gone into hiding

[Chorus]
So predictable I know what you're thinking

[Bridge]
I'm watching your every move I feel the tears are coming on
It won't be long
It won't be long

[Refrain]
Straight from the cover shoot
There's still a trace of body paint
On your legs and on your arms and on your face
And I'm keeping on my costume
And calling it a writing tool
And if you're thinking of me
I'm probably thinking of you

[Refrain]
There's still a trace of body paint
On your legs and on your arms and on your face
There's still a trace of body paint
On your legs and on your arms and on your face
There's still a trace of body paint
On your legs and on your arms and on your face
There's still a trace of body paint
On your legs and on your arms and on your face
So predictable I know what you're thinking
Ooh, hah, yeah"
18,Brianstorm ,"Brian
Top marks for not trying
So kind of you to bless us
With your effortlessness
We're grateful and so strangely comforted

And I wonder
Are you putting us under?
'Cause we can't take our eyes
Off the t-shirt and ties combination
Well, see you later, innovator

Some want to kiss, some want to kick you
There's not a net you couldn't slip through
Or at least that's the impression I get
'Cause you're smooth, and you're wet
And she's not aware yet
But she's yours

She'll be saying, ""Use me,
Show me the jacuzzi""
I imagine that it's there on a plate
Your whole rendezvous rate
Means that you'll never be frightened
To make them wait for a while
I doubt it's your style
Not to get what you set out to acquire 
The eyes are on fire
You are the unforecasted storm

(Brian) Calm, collected and commanding
(Top marks for not trying)
You leave the other stories standing
With your renditions and jokes
Bet there's hundreds of blokes
That have wept 'cause you've stolen their
Thunder 

Are you putting us under?
'Cause we can't take our eyes
Off the t-shirt and ties combination
Well, see you later, innovator"
19,Brick By Brick ,"I wanna build you up
Brick by brick
I wanna break you down
Brick by brick
I'm gonna reconstruct
Brick by brick
I wanna feel your love

Brick by brick
(oooh-oh)
Brick by brick
(oooh-oh)

I wanna steal your soul
Brick by brick
I wanna rock 'n' roll
Brick by brick
I wanna rock 'n' roll
Brick by brick
I wanna rock 'n' roll

Brick by brick
(oooh-oh)
Brick by brick
(oooh-oh)

I wanna brick by brick
Brick by brick
I wanna blow by blow
Brick by brick
I want an episode
Brick by brick

I wanna brick by brick by brick by

Brick by brick
(oooh-oh)
Brick by brick
(ooh-oh)
Brick by brick
(ooh-oh)
Brick by brick
(ooh-oh)"
20,Catapult ,"Both sides
In softly came the growl from both sides
And if his whisper splits the mist
Just think of what he's capable of with his kiss

Nice try,
You cannot turn away, but nice try
He'll turn your legs to little building blocks and with his index finger flicks you on your socks

I go high pitched
He'll talk and make you voice sound high pitched
Dread to think if he got you on your own and whispered in your ear in that baritone

It's the same stone
His heart was cut out of the same stone that they used to carve his jaw
It's impossible not to feel inferior

And he could catapult you back to your daddy or into any hissing misery
And he will tell you how the day after a triumph is as hollow as the day after a tragedy
He'll extinguish any chance of escape when he slaps you on your arse or kisses your nape
And he's leaving without saying 'bye'

And they would queue up to listen to him pissing and hang around to watch some poor girl blub
And then they'd chase him down the avenue incessantly pestering him to let him join the club
He knows how to put a cork in the fuss and just how to shut up the charming ones of us

And I've seen him talking to your lady friend

There's a dust track waiting for betrayal where he'll teach you all the bits they missed

Nice try, you cannot turn away, but nice try
Nice try, you cannot turn away, but nice try
Nice try, you cannot turn away, but nice try
Nice try, you cannot turn away, but nice try

You cannot turn away"
21,Choo Choo ,"My baby wants to drive the train
But don't you let her, don't you let her touch the tracks
I said my baby wants to drive the train
Well all aboard yeah, and don't forget to mind the gap
Don't you let her, don't you know
She's sick and tired of
Being in the background, the passenger
Let her drive the train, oh!

Choo Choo!
Why don't you let her drive the train?
Choo Choo!
Why don't you let her drive the train, yeah

She's setting off from platform four
Make your way down, we'll shut the door bout quarter to five
I said she's setting off from platform four
And they've decided that they're gonna let her drive

Don't you let her, don't you know
She's sick and tired of
Being in the background, the passenger
Let her drive the train, oh!

Choo Choo!
Why don't you let her drive the train, oh...
Choo Choo!
Why don't you let her drive my train, yeah

Choo Choo!
Choo Choo!
Choo Choo!
Choo Choo!"
22,Cigarette Smoke ,"Get out the way, mister
With your short sharp tips
No, I won't read your lips right now
And baby, hey
You send a shiver down my spine
But do you read my mind
Do you...
And you're looking pretty suspicious
And probably planning a heist
He's wanting to go to the strippers
It makes him feel all nice

(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Smacking a bloke yeah)
Smacking a bloke here tonight

Get out the way, mister
With your short sharp tips
No, I won't read your lips right now
And baby, hey
You send a shiver down my spine
But do you read my mind
Do you...

He's prob'ly got stopped by a panda
For speeding on his way there
A formal flashing of digital cameras
From tourists in trafalgar square

(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Snortin' some coke yeah)
Snortin' some coke off her thighs
Bla-bla-bla-bla-bla-bla...

(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Smacking a bloke yeah)
Smacking a bloke here tonight
And I just can't see for the
(Cigarette smoke yeah)
The cigarette smoke in your eyes
Watching a stripper and
(Snortin' some coke yeah)
Snortin' some coke off her thighs
Lalalalalala laaaaaaaoooo
Oww"
23,Cigarette Smoker Fiona ,"Sat at the side of the pool at one of your houses
 With wet white trousers on
 And worlds collide as the evening continues
 The dignity fucks off

 Her brother's gone off to the strippers
 To make up for all the lost time
 She could have been one of the bitches
 But she's actually alright

 (Cigarette smoker)
 I'm sorry, but we're all unsure
 How much you've had but
 (We think that you oughta) maybe not have any more

 A country home, even if we really tried
 What if it's just surprises now?
 And I bet your dad would like to give us all a slap
 When are your parents back? D'you know?

 Well I never came from no ghetto
 But it wasn't nowhere near here
 Well-spoken girls in stilettos
 Aren't something to fear

 (Cigarette smoker)
 I'm sorry, but we're all unsure
 How much you've had but
 (We think that you oughta) maybe not have any more

 (Cigarette smoker)
 I'm sorry, but we're all unsure
 How much you've had but
 (We think that you oughta) maybe not have any more

 (Cigarette smoker)
 Cigarette smoke doesn't hide
 As well as you think
 And you'd think that it oughta
 Act as the perfect disguise"
24,Come Together ,"Here come old flattop he come grooving up slowly
He got joo-joo eyeball he one holy roller
He got hair down to his knee
Got to be a joker he just do what he please.

He wear no shoeshine he got toe-jam football
He got monkey finger he shoot coca-cola
He say ""I know you, you know me""
One thing I can tell you is you got to be free
Come together right now over me.

He bag production he got walrus gumboot
He got Ono sideboard he one spinal cracker
He got feet down below his knee
Hold you in his armchair you can feel his disease
Come together right now over me.

Come together
Come together
Come together"
25,Cornerstone ,"I thought I saw you in The Battleship
But it was only a lookalike
She was nothing but a vision trick
Under the warning light
She was close, close enough to be your ghost
But my chances turned to toast
When I asked her if I could call her your name

I thought I saw you in The Rusty Hook
Huddled up in wicker chair
I wandered over for a closer look
And kissed who ever was sitting there

She was close, and she held me very tightly
Till I asked awfully politely: ""Please
Can I call you her name?""

And I elongated my lift home,
Yeah I let him go the long way round
I smelt your scent on the seatbelt
And kept my short cuts to myself

I thought I saw you in The Parrot's Beak
Messing with the smoke alarm
It was too loud for me to hear her speak
And she had a broken arm

It was close, so close that the walls were wet
And she wrote it out in Letraset
""No, you can't call me her name""

Tell me where's your hiding place
I'm worried I'll forget your face
And I've asked everyone
And I'm beginning to think I imagined you all along

I elongated my lift home
Yeah I let him go the long way round
I smelt your scent on the seatbelt
And kept my short cuts to myself

I saw your sister in the Cornerstone
On the phone to the middle man
When I saw that she was on her own
I thought she might understand
She was close, well you couldn't get much closer
She said ""I'm really not supposed to but yes,
You can call me anything you want"""
26,Crying Lightning ,"Outside the cafe by the cracker factory
You were practicing a magic trick
And my thoughts got rude, as you talked and chewed
On the last of your pick and mix

Said your mistaken if your thinking that I haven't been called cold before
As you bit into your strawberry lace
And then offered me your attention in the form of a gobstopper
Is all you have left and it was going to waste

Your past-times, consisted of the strange
And twisted and deranged
And I love that little game you had called
Crying lightning
And how you like to aggravate the ice-cream man on rainy afternoons

The next time that I caught my own reflection
It was on it's way to meet you
Thinking of excuses to postpone
You never look like yourself from the side
But your profile did not hide
The fact you knew I was approaching your throne

With folded arms you occupy the bench like toothache
Stood and puff your chest out like you never lost a war
And though I try so not to suffer the indignity of a reaction
There was no cracks to grasp or gaps to claw

And your past-times, consisted of the strange
And twisted and deranged
And I hate that little game you had called
Crying lightning
And how you like to aggravate the icky man on rainy afternoons

Uninviting
But not half as impossible as everyone assumes
You are crying lightning

Your past-times, consisted of the strange
And twisted and deranged
And I hate that little game you had called
Crying lightning
Crying lightning
Crying lightning
Crying lightning

Your past-times, consisted of the strange
And twisted and deranged
And I hate that little game you had called
Crying"
27,Curtains Close ,"I said I wanted it long but she cut it short
And now I'm catching a cold
I told you not but no crack in the doobie
But it was already rolled

Oh, I turned down my lights
And my curtains weren't closed
I turned down my lights
And my curtains weren't closed
Oh when I turned down my lights
And my curtains weren't closed last night
Oh baby, I must be mad

Well, I don't care about your massage oils
It's got my skin going red
Cause I'm a mad mother-fucker
With my curtains open
Sitting tucked up in bed

I turned down my lights
And my curtains weren't closed
I turned down my lights
And my curtains weren't closed
Oh when I turned down my lights
And my curtains weren't closed last night
Oh baby, I must be mad

I turned down my lights
And my curtains weren't closed
Oh well, I turned down my lights
And my curtains weren't closed
Oh when I turned down my lights
And my curtains weren't closed last night
Oh baby, I must be mad"
28,D is for Dangerous ,"He knew what he wanted to say 
But he did not want to word it
The dirty little Herbert 
Was thinking an escape 
But the place was well guarded
The guiltiness that started
Soon as the other part had stopped

D is for Delightful
And try and keep your trousers on
I think you should know you're his favourite worst nightmare

D is for desperately trying to stimulate 
What it was that was alright 
Three quarters of an hour ago
That had led him to be in a position
On the brink of a mission
On the brink of an episode

He's nearing the brink but he thinks first
The parallel universe perhaps could be the perfect scene
He's nearing the brink but he thinks first
The parallel universe perhaps could be the perfect scene
He's nearing the brink but he thinks first
The parallel universe perhaps could be the perfect scene
He's nearing the brink but he thinks first, the parallel
I think you should know you're his favourite worst nightmare

D is for Delightful
And try and keep your trousers on
You should know you're his favourite worst nightmare"
29,Da Frame 2R ,"007 and Brucey Wayne,
Are shitting themselves because there's another name,
Coming to claim what is his to claim,
10% faster with a sturdier frame,
He's certainly come into his own,
There's one on is arm in every land that he roams,
And two consecutive nights alone,
Are a thing of the past as he has recently shown

They said he looks so handsome,
Stood not dancing,
Drawing you in like it's boring to him,
It's a war you can't win and the first and the last are two thing's you'll never be my darling,

Another run around and another push and shove,
Further away from the idea of love,
And his conclusion it must be good,
Or when the penny has dropped with an incredible thud,
Forgot to kick the tin,
He knows where she's going but dunt' know where she's been,
And there's the plus of the other thing,
He'll worry about it when it's trouble he's in,

They said he looks so handsome,
Stood not dancing,
Drawing you in like it's boring to him,
It's a war you can't win and the first and the last are two thing's you'll never be my darling,
Thing's you'll never be my darling,
(Thing's you'll never be my darling)
Two thing's you will never be my darling,
(Thing's you'll never be my darling)

Well he sneered and sniffed and spat at my chat up lines,
Not to feel like a twat at times, is hard,
But not for this kid, not when they come to you"
30,Dance Little Liar ,"I heard the truth was built to bend.
A mechanism to suspend the guilt is what you will require
and still you've got to dance little liar

It's just like those fibs to pop and fizz
and you'll be forced to take that awful quiz
and you're bound to trip and she'll detect the fiction on your lips
and dig a contradiction up

And the clean coming will hurt
and you can never get it spotless
when there's dirt beneath the dirt
The liar takes a lot less time

I'm sure it's clear and plain to read
It's not an alibi you need just yet
Oh no, it's something for those beads of sweat,
yes that will get you back to normal

And after you have dabbed the patch
you'll breathe and then proceed to scratch the varnish off that newly 
added calmness so as not to raise any alarms too soon

The liar takes a lot less time to decide on the saunter
Have you got itchy bones and in all your time alone
can you hack your mind being riddled with the wrong memories?

And the clean coming will hurt
and you can never get it spotless
When there's dirt between the dirt"
31,Dancing Shoes ,"Get on your dancing shoes 
There's one thing on your mind 
Hoping they're looking for you 
Sure you'll be rummagin' through 

Oh and the shit, shock, horror 
You've seen your future bride 
Yea, but it's oh so absurd 
For you to say the first word 
So you're waitin'n'waitin'n

The only reason that you came 
So what ya scared for? 
Well don't you always do the same 
It's what ya there for, don't ya know.. 

The lights are flashing 
Down in here tonight 
And some might exchange a glance 
But keep pretending to dance 

Don't act like it's not happening 
As if it's impolite 
To go and mention your name 
Instead you'll just do the same 
As they all do, and hope for the best

The only reason that you came 
So what ya scared for? 
Well don't ya always do the same 
It's what ya there for, but no

Get on your dancing shoes 
You sexy little swine 
Hoping they're looking for you 
Sure you'll be rumagin' through 

And a said the shit, shock, horror 
You've seen your future bride 
Oh, but it's oh so absurd 
For you to say the first word 
So you're waitin'n'waitin...!"
32,Dangerous Animals ,"Pinned down by the dark

Been fighting with my sheets and nearly crying in my sleep
Yes I'm battling that well told gripe
The most frustrating type
You should have racing stripes the way you keep me in pursuit
Sharpen the heel of your boot and you press it in my chest
And you make me wheeze
Then to my knees you do promote me

I'm pinned down by the dark
A-N-I-M-A-L
Makes my head pirouette more than I would be willing to confess
D-A-N-G-E-R-O-U-S

The light it fidgets through, the thoughts will soon revert to you
About as bashful as a tribal dance
The first and final chance
And cause the audience of the frighteners and fiends
Divided up into two teams
When the acrobat fell off the beam she broke everyone's heart

I'm pinned down by the dark
A-N-I-M-A-L
Makes my head pirouette more than I would be willing to confess
D-A-N-G-E-R-O-U-S
D-A-N-G-E-R-O-U-S
The most unsuitable pet, it's been long enough now, so let's make a mess lioness

Pinned down by the dark
I'm pinned down by the dark

D-A-N-G-E-R-O-U-S
A-N-I-M-A-L
D-A-N-G-E-R-O-U-S
A-N-I-M-A-L"
33,Despair In The Departure Lounge ,"He's pining for her
In a people carrier
There might be buildings and pretty things to see like that
But architecture won't do
Although it might say a lot about the city or town
I don't care what they've got keep on turning them down
It don't say the funny things she does
Don't even try and cheer him up, because
It just won't happen

He's got the feeling again
This time on the aeroplane
There might be tellys in the back of the seats in front
But Rodney and Del won't do
Although it might take your mind off the aches and the pains
Laugh when he falls through the bar
But you're feeling the same
'Cause she isn't there to hold your hand
She won't be waiting for you when you land

It feels like she's just nowhere near
You could well be out on your ear
This thought comes closely followed by the fear
And the thought of it
Makes you feel a bit
Ill

Yesterday I saw a girl
Who looked like someone you might knock about with
And almost shouted
And then reality kicked in within us
It seems as we become the winners
You lose a bit of summat
And half wonder if you won it at all

And don't say 'owt 'cause you've got no idea
And she's still nowhere near
This thought comes closely followed by the fear
And the thought of it
Makes you feel a bit
Ill

Despair in the departure lounge
It's one and they'll still be around at three
No signal and low battery
What's happened to me?"
