,Title,Lyrics,Unnamed: 0
109,Megalomania,"



I hide myself inside the shadows of shame
The silent symphonies were playing their game
My body echoed to the dreams of my soul
It started something that I could not control

Where can I run to now?
The joke is on me
No sympathizing God, it's insanity

Why don't you just get out of my life?
Why don't you just get out of my life now?
Why doesn't everybody leave me alone now?
Why doesn't everybody leave me alone?

Obsessed with fantasy, possessed with my schemes
I mixed reality with pseudo-god dreams
The ghost of violence was something I'd seen
I sold my soul to be the human obscene

How could this poison be the dream of my soul
How did my fantasies take complete control?

Why don't you just get out of my life?
Why don't you just get out of my life now?
Why doesn't everybody leave me alone now?
Why doesn't everybody leave me alone?

Well I feel something's taking me I don't know where
It's like a trip inside a separate mind
The ghost of tomorrow from my favorite dream
Is telling me to leave it all behind

Feel it slipping away, slipping in tomorrow
Got to get to happiness, want no more of sorrow

How I lied, went to hide
How I tried to get away from you now
Am I right if I fight?
That I might just get away from you now

Sting me!

Well I feel something's giving me the chance to return
It's giving me the chance of saving my soul
Pictures of demigod are fading away
I'm going backwards but I'm in control

Feel it slipping away, slipping in tomorrow
Getting back to sanity from the depths of sorrow

Was it wise to disguise?
How I tried to get away from you now
Is there a way that I could pay
Or is it true I have to stay with you now?

How I lied, went to hide
How I tried to get away from you now
Am I right if I fight?
That I might just get away from you now

Suck me!

I'm really digging schizophrenia the best of the earth
I'll chase my soul in the fires of hell
Peace of mind eluded me, but now it's all mine
I set the trap but it was me who fell

Feel it slipping away, slipping in tomorrow
Now I've found my happiness from the depths of sorrow

No more lies, I got wise
I despise the way I worship you
Now I'm free, let me see
That now instead I won't be led by you now

Free!


",2.0
110,The Thrill Of It All,"



Inclination of direction, walk the turned and twisted rift
With the children of creation futuristic dreams we sift
Clutching violently we whisper with a liquefying cry
Any deadly final answers that are surely doomed to die

Won't you help me Mr. Jesus, won't you tell me if you can?
When you see this world we live in, do you still believe in Man?
If my songs become my freedom, and my freedom turns to gold
Then I'll ask the final question, if the answer could be sold

Well, that's my story and I'm sticking to it
'Cause I've got no reason to lie, yeah
Forget your problems that don't even exist
And I'll show you a way to get high, oh yeah
Oh yeah!

So come along, you know you matter to me
Remember freedom is not hard to find, yeah
Time to stop all your messing around
Don't you think that I know my own mind, oh yeah
Oh yeah!

Why can't you believe, it's not here to perceive
Do you always have to be told, yeah
For you have been taught that if your mind has been bought
Life's entire answer was sold, oh yeah
Oh yeah!


",3.0
111,Am I Going Insane (Radio),"



Everybody's looking at me, feeling paranoid inside
When I step outside I feel free, think I'll find a place to hide
Tell me people, am I going insane?
Tell me people, am I going insane?

Every day I sit and wonder how my life it used to be
Now I feel like going under, now my life is hard to see
So tell me people, am I going insane?
Tell me people, am I going insane?

So I'm telling all you people, listen while I sing again
If I don't sound very cheerful, I think that I'm a schizophrene
So tell me people, am I going insane?
Tell me people, am I going insane?


",4.0
112,The Writ,"



The way I feel is the way I am
I wish I'd walked before I started to run to you
Just to you

What kind of people do you think we are?
Another joker who's a rock and roll star for you
Just for you

The hateful image of another man
The endless ocean of emotion I swam for you
Yeah for you

The shock troopers laying down on the floor
I wish theyâd fallen into my private war with you
Yeah with you

Are you devil, are you man
Youâve changed a lot since you began
Yeah began

Ladies digging gold from you
Will they still dig now you're through
Yeah you're through

You bought and sold me with your lying words
The voices in the dark that you never heard came true
Yeah came true

Your fallen phallic god dismembered and gone
A poison father with his poisonous son, thatâs you
Yeah that's you

I beg you please don't let it get any worse
The anger I once had has turned to a curse on you
Yeah curse you

All of the promises that never came true
You're gonna get what is coming to you, that's true
Ah, that's true

Are you Satan, are you man?
You've changed a lot since it began
It began

Vultures sucking gold from you
Will they still suck now you're through

Cats, rats

The search is on, so you just better run
And find yourself another way
Rob the dead, they don't feel a thing
Leave the living for another day

Rats, rats

You are nonentity, you have no destiny
You are a figment of a thing unknown
A mental picture of a stolen soul
The fornication of your golden throne

A smiling face, it means the world to me
So tired of sadness and of misery

My life it started some time ago
Where it will end, I don't know
I thought I was so good
I thought I was smart
I feel my world is torn apart

But everything is gonna work out fine
If it don't I think I'll lose my mind

I know, I know, I know, yeah yeah I know
Listen to me while I sing this song
You might just think the words are wrong
Too many people advising me
But they don't know what my eyes see

But everything is gonna work out fine
If it don't I feel I'll blow my mind


",5.0
113,Blow On A Jug,"



Blow on a Jug
Everybody come on - blow on a jug
Be like me and blow on a jug
I want you to blow on a jug
Everybody begin - blow on a jug


",6.0
114,In For The Kill,"



Thunder shattered the dawn
Raging with fury, the king has come
The power of terror will reign
There is no mercy in pleading
In for the kill, no quarter be shown
Live for the thrill of battle alone
Blessed by the will to die for the throne
In for the kill
In for the kill
Freedom is taken by storm
The blood on his hands is still running warm
The power of terror will reign
There is no mercy in pleading
In for the kill, no quarter be shown
Live for the thrill of battle alone
Blessed by the will to die for the throne
In for the kill
For the kill
Thunder shattered the dawn
Raging with fury, the king has come
Death and destruction riding the storm
Blood on his hands still running warm
In for the kill
The king has come


",0.0
115,No Stranger To Love,"



Cold is the night
Lonely till dawn
Cry for the light
For the love that won't come
You said that you'd never
Leave me alone
I gave you my heart
You cried for my soul
An angel won't come
This devil won't go
Something is wrong
I just can't get away
Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love
But I'm a stranger in your arms
Yes, I'm a stranger in your arms
Maybe it's right
But I just can't understand
The hurt that I feel
For my love second hand
I know I should leave
But I just can't walk away
Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love
Living on the street, I'm no stranger to love
I'm a stranger in your arms
Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love


",1.0
116,Turn To Stone,"



She came from the past
She was never meant to last
Her destiny was fatal
From the start
A messenger from hell
She cast a deadly spell
On all of those who dare
To cross her heart
Ain't no use in you trying to run
Fate has taken it's toll
Just one look and the damage is done
Burn your eyes
Turn your heart into stone
History foretold of a circle
Cast in gold
An evil seed of power
Sealed within
But fate has lent a hand
Destroyed the golden band
And freed her soul
To wash the land with sin
Ain't no use in you trying to run
Fate has taken it's toll
Just one look and the damage is done
Burn your eyes
Turn your heart into stone
She cast a deadly spell
She put a spell on you
She's got evil in her heart
Turn your heart into stone
Turn your heart into stone


",2.0
117,Seventh Star,"



There's a vision in the sands
Rising from the ancient past
Crying let my spirit go
Lead my burning soul to rest
Hear the sound of distant ages
It's the call of the seventh star
There's no shelter from the heat
There's no mercy from this land
Hear a thousand chanting souls
Waiting judgement from God's hand
Hear the sound of distant ages
It's the call of the seventh star
Hear the sound of fallen angels
It's the call of the seventh star
The pyramids will fall
Turn to dust before the sun
And the star will rise again
Until destiny is done
Hear the sound of distant ages
It's the call of the seventh star
Hear the sound of fallen angels
It's the call of the seventh star


",3.0
118,Danger Zone,"



Midnight, something don't feel right
It's been too much, too far away from home
Hard life, living the hard life
I can't resist, I'm falling
To the danger zone
All day long I'm pushed and shoved
I just can't get enough
In the danger zone
Red light, don't stop for no red light
You know I'm always trouble on my own
Lonely, ever so lonely
I've got too much time
I'm heading for the danger zone
All day long I'm pushed and shoved
I just can't get enough
In the danger zone
I'm eager, eager to please
I can't stand no more
It's got me on my knees
Ain't gonna feel no hurt
Ain't gonna feel no pain
I got nothin' left to lose
I ain't got no shame
Don't try to stop me
Just leave me on my own
I'm gonna live or die
In the danger zone
I'm living in the danger zone
In the danger zone
Hard life, I'm living the hard life
I'm gonna take a chance
In the danger zone
Lonely, ever so lonely
I'm gonna live or die
In the danger zone
Midnight, can't wait until midnight
Help me I'm falling to the danger zone


",4.0
119,Heart Like A Wheel,"



In these days of confusion
You've turned angry and cold
You say it's an illusion
There's no fire in your soul
Say you don't love me
Say you don't care
But don't leave me standing here
Your heart's like a wheel
Just waiting to roll
It's longing for freedom
To get out on the road
You're hungry for something
That you may never find
So many reasons
Your love has made you blind
You say you don't love me
You say you don't care
So don't leave me standing here
Don't leave me standing here
You say you don't love me
You say you don't care
Don't leave me
Don't leave me standing here
Life ain't been easy
Full of passion and pain
Told me no reason
Why I was to blame
Don't leave me standing
Don't leave me standing
Don't leave me standing
On my own


",5.0
120,Angry Heart,"



I still remember how it used to be
I thought the only thing
That mattered was me
You always told me it was just insane
To feel such joy
While others feel pain
There's no way to change this angry heart
Cause when love goes
It will tear you apart
And it's been this way since time began
It's a desperate search for a promised land
And the years slip by like so much sand
So many people who are dying to live
It tortures my heart
They've got so much to give
I never saw it as a battle before
To win the fight
There has to be more
And there's no way to change this angry heart
Cause all these fears
Will tear you apart
And it's been this way since time began
It's an endless journey, it's the fate of man
To live each day and never understand
And it's been this way since time began
It's a desperate search for a master plan
And the years slip by like water through your hands


",6.0
121,In Memory...,"



No one told me the way I should feel
You left an aching heart
Lost and lonely, the feeling goes on
You were the one friend I had
You gave me so much love
Now the tears remind me you're gone
It still haunts me there's a silence
Where you used to be
It still haunts me
Just an empty space in history
It still haunts me
But life must go on, on and on
It's still haunting me
It's still haunting me
Haunting me
Haunting me
It's still haunting me


",7.0
122,Back Street Kids,"



I'm just another back street kid
Rock 'n Roll music is the only thing I really dig
Can't stop the music going round inside my head
I'm a rock 'n roll soldier, gonna play it until I'm dead
Nobody I know will ever take my rock 'n roll away from me

Sitting in the back seat of a shiny limousine
Living in a taxi can't remember where I've been
Playing my music, sitting in my hotel room
Writing about the stars and thinking about the hand of doom
Nobody I know will ever take my rock 'n roll away from me

Living life comes easy if you know which way you're going
Got to see yourself in others' eyes, surprised?
Living like I want to don't come easy, but I'm trying
Sorting out what's true and what are lies, it's wise

Brought up in a back street living with the salt of the land
Seems that now my music's paying off my tax demands
So listen to the music, want to see you getting so high
'Cause I'm a back street rocker and I will be till the day I die
Nobody I know will ever take my rock 'n roll away from me


",0.0
123,You Won't Change Me,"



I'm just a man and I am what I am, yeah
Nobody will ever change my ways
I don't need money and I don't need no lies, yeah
I only need to live for today
But I'd like to talk things over with you
I want to hear the things you say, today
Although you won't change me anyway, oh no way

I wish you'd come and see me, I'd like to hold you
I want to set my mind all free
You understand me woman, you give me time, yeah
But I don't need no sympathy
Still I wonder what it's like to be loved
Instead of hiding in myself
Nobody will change me anyway, no no way

Nobody's gonna change my world
That's something too unreal
Nobody will change the way I feel

So listen to me now, hear what I say, yeah
Please give me time and maybe love
If there's a God up there, well I hope he helps me
I need him now to set me free
'Cause it may be that it's over for me
If you don't hear the things that I say, today
Nobody will change me anyway, no no way

Nobody's gonna change my world
That's something too unreal
Nobody will change the way I feel


",1.0
124,It's Alright,"



Told you once about your friends and neighbours
They were always seeking but they'll never find it
It's alright, yes it's alright

Where to go and where to see
It's always been that way and it can never be
It's alright, yes it's alright

Give it all and ask for no return
And very soon you'll see and you'll begin to learn
That's it's alright, yes it's alright

Don't you know that it's so good for you
You can be making love and see it all go through
But it's alright, yes it's alright


",2.0
125,Gypsy,"



Watching the universe at the end of another day
Fatalistic ships form a distant shore
In the back of my mind I could see she was standing there
Like the feeling you have
When you've been there before

She was a gypsy woman
She was as cold as the day, yeah
She said I'd got it coming
And then she took me away, yeah

She took me through the shadows of her sunken dream
I thought it's over me, she wasn't all she seemed

She took my hand and then she started to speak
She told me she'd had the call
With eyes of fire that were burning my soul
She looked into her crystal ball
She read my fortune then she read my mind
She didn't like my thoughts at all

She showed me shadows, a spectre of life
My soul just wanted to scream
She stared so deeply into my eyes
That's when I fell into a dream
When I awoke in bed she lay beside me
And she read me with her eyes, she said

So you wanna be a gypsy, come on now
So you wanna be a gypsy, come on now, now, now

Gypsy woman you're the devil in drag
You are the queen of all hell
You took my body, now you're wasting my soul
You've got me under your spell
And as the sun shines on another day
You're gonna take my mind as well, it's over

So you wanna be a gypsy, come on now
So you wanna be a gypsy, come on now
So you wanna be a gypsy, come on now
So you wanna be a gypsy


",3.0
126,All Moving Parts (Stand Still),"



Super animation, turning on a nation
And they're saying all moving parts stand still
Since he was elected, adrenalin injected
Hear him saying all moving parts should kill
Just like the hero he's got them all on the run
Yes he's won, yeah

Since he passed the motion, they're building in the ocean
And he's saying all men should be free
What a combination, peace and radiation
And he's saying free men should fight for me
Just like his momma, he seems to get his pleasure from pain
And the rain, ain't that strange?
Very strange, yeah

I like choking toys
You've got to see me before you meet the boys
Teacher's burnt the school
He's had enough of sticking to the rules, alright

People stop and see
He's got to be more decadent than me
Just to pass the time
He gets his kicks from licking off the wine

Pretty silly ladies, all Cynthia's and Sadie's
Call him and he takes their numbers down
Says he is a woman, I should have seen it coming
And she's saying she's married to a clown
Just like a lady she'll keep you guessing through the night
Not tonight, well I might, oh alright, yeah


",4.0
127,Rock 'N' Roll Doctor,"



Well I'm sick and tired of hearing 'bout the world and it's hang ups
Gonna get myself together, take a ride downtown
Gotta see my Rock'n'Roll doctor
Gotta see my Rock'n'Roll doctor
Gotta see my Rock'n'Roll doctor
Gotta see him, see him today
He's gonna blow me away

He makes me happy when I'm feeling down
Take away my worry takes away my frown
Gotta see my Rock'n'Roll doctor
Gotta see my Rock'n'Roll doctor
Gotta see my Rock'n'Roll doctor
Gotta see him, see him today
He gonna blow me away

If you wanna feel groovy
Give the doctor a call, yeah
Doctor rock will help you anytime at all
Gotta see my Rock'n'Roll doctor
Gotta see my Rock'n'Roll doctor
Gotta see my Rock'n'Roll doctor
Gotta see him, see him today
He gonna blow me away
Oh, right away...


",5.0
128,She's Gone,"



I've been gone a long long time - waiting for you
I didn't want to see you go, oh, no, no
And now it's hurting so much, what can I do?
I wanted you to be my wife

The days are passing slowly, since you've gone
Your memories are all I have, yes I have
I sit here waiting but you'll never show
Without you I can't carry on, ooh my baby

You said you'd always love me, all of my life
And then you said your last goodbye, yeah, goodbye
Why the sudden change, why all the lies?
I should have seen it in your eyes

The endless hours of heartache, waiting for you
My summer love has turned to rain, all the pain
The silent emptiness of one sided love
My life means nothing now you're gone, ooh my baby


",6.0
129,Dirty Women,"



The neon lights are shining on me again
I walk the lonely streets in search of a friend
I need a lady to help me to get through the night, through the night
If I could find one then everything would be alright

The sleepy city is dreaming the night time away
Out on the street I watch tomorrow becoming today
I see a man, he's got take away women for sale, yes for sale
Guess that's the answer, 'cause take away women don't fail

Oh dirty women, they don't mess around
Oh dirty women, they don't mess around
You've got me coming, You've got me going around
Oh dirty women, they don't mess around

Walking the streets I wonder will it ever happen
Gotta be good 'cause then everything will be OK
If I could score tonight then I will end up happy

A woman for sale is gonna help me save my day...


",7.0
130,The Shining,"



There's a man who sees all there is to see
What the future holds for all
As the days grow dark, was his sole and final warning
Beware of the one with invisible friends
They will steal into your mind
And all too soon, the signs begin to show

Rise up to the shining 
Live long live now 
Rise up to the shining 
Don't be blind by fools again 

As the page is turned and the story's told
From the visions he had seen
The house on the hill with the haunting eyes that call
No one left when madness came out
To play its game
If you stay too long, you'll finally go insane

Rise up to the shining 
Live long live now 
Rise up to the shining 
Don't be blind by fools again

Bells will take their toll
On your way
There's no way we're born to shine
Before our time, all your life, you're
On your own
Lonely road
Lost in a time
Let the light lead your way
To the golden throne
It's the only way

Rise up to the shining
Live long live now
Rise up to the shining
Don't be blind by fools again
Rise up to the shining
Love long live now

Oh rise up, to the shining
Wise up they're gonna steal your mind
Rise up, the house is gonna haunt you
No one laughed, no one cried
You stayed too long
You're finally gonna stay


",0.0
131,Ancient Warrior,"



There's no end - there's no beginning -
To the old man's story
Does he still remember me -
From lives gone by
Oh I see his spirit rising
Upon the back of time
I've got nowhere to hide
Will he keep a place for me

He is the king of all kings
The keeper of light
He holds eternity's wings

In his eyes an ocean's burning
Swollen seat of tears

Troubled mind the beating
War drums in his ears
No one ever hears his warning
Am I the one he calls
When they tell me they're afraid
Some say I'll be put away

He is the king of all kings
The keeper of light
He holds eternity's wings
My blood will spill my blood

My blood will spill my blood

In the wisdom of the prophet's
Never ending tale
Open up the eyes
Within your mind, he says
Crowned in his ancient glory
There's a king within us all
Some will say it's all in vain
That he doesn't have a name

He is the king of all kings
The keeper of light
He holds eternity's wings


",1.0
132,Hard Life To Love,"



Livin' in the fast is easy
Till you run out of road
Friends will turn to strangers
When you're out of control
A slip of the tongue when
It's done, is often hard to
See it thru
So never let your words be lies
Or they'll come looking for you

It's a hard life to love

For the price of glory you left
And threw your fortunes away
Never really cared too much for
The job or the pay

You're standing in the rain with
No cover but you never complain
You're an angry young man face to
Face but your mirrors insane
It's a hard life to love

I'm simply refusing a part in your world
And I see how it burns
See how it burns
And you're simply denying the fact
That you're blind and I see no more
I see red - I only see red

Think of all the times I was
Hurting but you felt no pain
Think of all the lies you told me
Again and again
And still you see the truth
From those who continue to lie
And now you're seeking life
From those who are living to die
It's a hard life to love

I'm simply refusing a part in your world
And I see how it burns
See how it burns
And you're simply denying the fact
That you're blind and I see no more
I see red - I only see red

Livin' in the fast lane ain't easy
When you run out of road
Friends will turn to strangers
When you've nowhere to go
Don't give a damn when you're lost
Cause you'll die from it all
Laws were made to be broken
And you do it for the thrill of it all
It's a hard life to love
It's a hard life to love


",2.0
133,Glory Ride,"



Winged with steel they fill the air
The soldiers of fortune will ride
In the sights of the enemy's gun
Those who have taken their oaths
Tonight
Are well prepared they know they'll
Door die even if it's suicide

Let's take a chance
As the skies will Burn tonite
Wasted lives and spirits run free
On the wings of no return

Dressed to kill where eagles dare
The fate of a nation's at hand
Is this the answer to the prayers
Come the dawn, thru the blood
Red skies return with tears
In their eyes, and they
Recall thou shalt not kill

And in the morning
They'll take a hero's bow
And make the ever lasting flight

Hear them calling up above all
Across the skies
Hear them calling up above from
The other side

Here them call!

Let's take a chance
As the skies will burn tonite
Wasted lives and spirits run free
On the wings of no return

Let's take chance
As the skies will burn tonite
Wasted lives and spirits run free
On the wings of no return


",3.0
134,Born To Lose,"



I'll play your game
But if you lose you're gonna have to pay the price
Broken chains, like a prisoner free at last
The fear inside just up and died
Time will tell if i am wrong

It won't be too long
You thing I'm chasing shadows
In the dark
Well I'm not born to lose
I'm not born to lose

You curse my name, as you turn and walk away, from view
It won't be too long
You don't scare me cos you're
Hard to see and it's time
That you were gone
It won't be too long

You think I'm chasing shadows
In the dark
Well I'm not born to lose

You think I'm chasing shadows
In the dark
What you gonna do about it now
What you gonna do about it now

It won't be too long
It won't be too long
It won't be too long

You think I'm chasing shadows
In the dark
What you gonna do about it now
What you gonna do about it now

Ain't nothing I can do about it now


",4.0
135,Nightmare,"



Close my eyes starting dreaming
See a vision filled with wings
Head my way
Feel the presence of unknown power
Telling me to come
This is the only way

It's dream within dream
Lost and lonely
Don't get pulled by the devil's hand

Silent screamer filled with fear
As the night time shapes a face
Then disappears
Scared forever into believing
That your mind has met the
Prince of whom you see

It's dream within dream
Lost and lonely
Don't get fooled by the
Devil's hand

It's dream within dream
Fool forever, don't get fooled
Forever
Don't get fooled, be the devil

In your eyes
The evil spirit rises
Blinded by the dark
You fall into shame
As the reaper takes you
Down the spiral stairway
You share the evil pit
With satan's name

Nightmare it's got me runnin'
Nightmare it's calling you
Nightmare it's got me runnin'
Nightmare it's calling you

It's dream within a dream
Lost and lonely
Don't get fooled, be the devil

It's dream within a dream
Lost forever
Don't get fooled

It's got me running
It's just a nightmare
It's got me running
It's got me running


",5.0
136,Lost Forever,"



All your life you're bin slipping and sliding
Trying to find a way
Sun won't shine but now it's your time to pay
There's no turning back as you look
The hangman in the eye
Now hell's just your death away
It's too late to say you care
When there's evil in your stare
You say you're not to blame

In your head voices mocking
Every prayer

Remember the face you saw
That once was you
Spirit high there's no way that
You could lose
Give him rope they said
As you look the hangman in
The eye
Now around your neck you feel
The noose

In your head voices mocking
Every prayer
Now you're lost forever

I'm burning with fire it's time to
Leave or get out
I'm burning in fire I can't take
No more so get out
I'm burning with fire the wheels of
Steel will grind you
Burning in fire this time
You're lost forever
Lost forever!

There's an evil in your stare
Lost forever!
And hell's just a breath away
You're lost forever
And there's no way out you burn
With fire it's time to get out
Get out, get out
And there's no way out
Lost forever


",6.0
137,Eternal Idol,"



No one said it had to be this way
Why are we the victims of their
Final word
Dying world is killing us so slowly
I believe no god may save us now

Can't you see what I see
Sinners say your prayers tonite
Your judgement day is here

Child tomorrow will die, not even
Born jesus our questions
He never seems to hear
Dying for the answers may be
The price we pay, to find the
Key to our lives
Is there a heaven is there
A hell
Who's this god, tell me there's
No god above, why
We chose what lord, deep
Within our souls
He's not one thing
We are his spirit
We could save this world
From destruction day

Can't you see what I see
You and I victims of
Their word
As the master of power
Try to poison our world
Greed money taken over
Their souls, you're
Just mechanical brains
Politicians don't know
Just don't know
We can chance this world we
Live in, don't let it die


",7.0
138,Anno Mundi,"



Can you see me, are you near me?
Can you hear me crying out for life?
Can you tell me, where's the glory?
Ride the days and sail the nights
When it's over you'll find the answer
Running in the whispering rain
Anno Mundi? Can you wonder!
Truth of thunder, life or blame

Do you see a vision of a perfect place?
Does it make you laugh, put a smile on your face?
Do you need a mirror, do you see it well?
Does the hand of God still toll the bell?
There are people laughing
They're all laughing on you
If only they could see what you're saying is true
Still generals fighting, making war on the world
Don't they know, don't they know?
No, no, no

[CHORUS]
The wind in the night blows cold
Your eyes are burning
As the sands of our time grow old
Anno mundi

Do you follow the path that so many tread?
Are you among the blind so easily lead?
Do you join the war, do you fight for the cause?
Depend on another to fight it alone

[CHORUS]

Can you see me now, can you hear me now?
Can you tell me, where's the glory?
Ride the days and sail the nights
When it's over, you'll find the answer
Runnin' in the rain

There's a hope that's growing and a vision too
All those angry hearts now reach out for you
Do you look to the dawn, see a new day begun?
No longer the fool, the vision is done


",0.0
139,The Law Maker,"



The horizon breaks, where a figure stands
Close your eyes and pray it's a vision of God's command

[CHORUS]
He's evil and mysterious, people fear his name
He's not here for deliverance, no
He's the Lawmaker

He newer speaks, but his task we're told
To seek out souls of the sinners, he'll trade for gold

[CHORUS]

Silver mountains won't save you from hell
The prince of darkness inside you will dwell
Oh your weakness your past
The Lawmaker comes

[CHORUS]

He's the Lawmaker


",1.0
140,Jerusalem,"



The highway's screamin', callin' out your name
Cause every road that you travel on
There's a price to pay
A thousands eyes are starin'
But the blind still lead the blind

[CHORUS]
Where will you turn if it all goes wrong and you're on the run
Jerusalem?

You say you walked through the valley
You say you've seen the signs
Echoes call you from a distant age
Or is it in your mind?

Then a thousands souls rise from the sea
Holding up the sun
And an angel cries beware your lies'
It could be the end of it all

[CHORUS]

Everybody knows your name, every road leads to anger
Will it always be the same, is there reason to return?

[CHORUS]

When an angel cries - Jerusalem
Better watch your lies - Jerusalem
When an angel cries - Jerusalem


",2.0
141,The Sabbath Stones,"



Fire and water, wind and rain
Wings that carry hell in every vein
World possessions, endless tears
Truth and knowledge stolen all their years

World turns slowly, sun don't shine
Silence still the air and kills the chime
Words are poison, passion bleeds
2000 years on earth has sown the seeds

The time of dreams has turned
The night is gone and light shines on
Where darkness once would hide
With spirits high, our fears were born

[CHORUS]
Receiver of light, the kingdom of God will guide you
Keep you from a restless heart
Deceiver of night the stranger that laughs
Within you, the reason for your restless heart
Is the keeper of the Sabbath Stones

Fire and water, wind and rain
Wings that carry hell in every vein
World turns slowly, sun don't shine
Silence still the air and kills the chime

Can faith destroy desire? Each breath a prayer
Each step brings fear
The eyes of they that see have evil stare
Watch over me

[CHORUS]

And He's the keeper of the Sabbath Stones

What God is this that stands to hear his people cry?
What hand would strike and watch his people die?
What life that takes, what future did we earn?
It's our mistakes, take need the Sabbath Stones
What life that takes, what future did we earn?
It's our mistakes


",3.0
142,Odin's Court,"



As you walk alone the night surrounds you like a shroud
The dreams you had were once of love and being proud
Misty horizons block your vision of the world
But the raven's eyes will show you all you need to know

The land you loved is now so barren and so cold
The name of God rings out so high in your soul
This time is masters will lead us by the sword
And should we fait them all prevails in Odin's court


",4.0
143,Valhalla,"



Leading us on, to the land of Eternity
Riding the cold cold winds of Valhalla

The Kingdom of Odin is the Kingdom of Gods
Where only souls of the brave may rest in peace
But someone among them had the skill of deceit
And raised the hand that would open the road to Hell

[CHORUS]
When the winds of Valhalla run cold
Be sure that the blood will start to flow
When the winds of Valhalla run cold
Valhalla

The ring has been broken and a soul must be saved
Among the bravest of men, who rides to Hell
The longships are sailing and the chariots ride
And yes the anger of Thor will serve you well

[CHORUS]

Raise your hands
Reach and Valhalla will save your soul
Raise your eyes
And Odin will lead us on

They say that history repeats itself
Upon the year of the seventh Century
Well nobody knows no you never can tell
So you'd better run now and hide away

[CHORUS]


",5.0
144,Feels Good To Me,"



The chapter is opened and the pages are turned
The writting say many things but who was concerned

Where can we run to now, when will we learn?
When it's lost gone forever

For years they told me what I should to do
Down to the places I go and who I should talk to
But that don't matter no more since I found out the truth
And it feels good to me

The world is turnin'
Forever turnin'
Forever yearnin'
For the love of life
And you're wrong if think that I'm afraid to love

I wonder, I wonder does it not seem strange to you
Just how the tables have turned on me and you?

How long can we go on livin', livin' the way we do?
When it's lost it's gone forever

It feels good to me, [etc.]


",6.0
145,Heaven In Black,"



Rising with the sun, the work has been done
But the people are starting to stare
Called from the afar to court of the Czar
Could it be something is wrong?

You stand face to face and your heart gathers place
For the answer to a question a prize
If only you had known to be honest was wrong
For the work that you've done you will pay with your eyes

[CHORUS]
Into the black where the night
Never ends and the light
Leaves a scar on your soul
Where your heart used to hold
Your love here!
Heaven in Black

Inside there's a voice saying was there a choice
You'd still be entombed in the night
Lucifer's to blame, the reason for the flame
They've taken your sight but they'll not take your God

[CHORUS]


",7.0
146,Wheels Of Confusion / The Straightener,"



Long ago I wandered through my mind
In the land of fairy tales and stories
Lost in happiness I knew no fears
Innocence and love was all I knew
It was an illusion

Soon the days were passing into years
Happiness just didn't come so easy
Life was more than fairy tales and daydreams
Innocence was just another word
It was an illusion

Lost in the wheels of confusion
Running through valleys of tears
Eyes full of angry delusion
Hiding in everyday fears

So I found that life is just a game
But you know there's never been a winner
Try your hardest, you'll still be a loser
The world will still be turning when you're gone
Yeah when you're gone!


",0.0
147,Tomorrow's Dream,"



Well I'm leaving tomorrow at daybreak
Catch the fastest train around nine
Yes I'm leaving the sorrow and heartache
Before it takes me away from my mind

Send me love and I may let you see me
Send me hopes that can spin in my head
But if you really want me to answer
I can only let you know when I'm dead

When sadness fills my days
It's time to turn away
And then tomorrow's dreams
Become reality to me

So realize I'm much better without you
You're not the one and only thing in my heart
I'll just go back to pretending I'm living
So this time I'm gonna have to depart


",1.0
148,Changes,"



I feel unhappy
I feel so sad
I lost the best friend
That I ever had

She was my woman
I loved her so
But it's too late now
I've let her go

I'm going through changes
I'm going through changes

We shared the years
We shared each day
In love together
We found a way

But soon the world
Had its evil way
My heart was blinded
Love went astray

I'm going through changes
I'm going through changes

It took so long
To realize
That I can still hear
Her last goodbyes

Now all my days
Are filled with tears
Wish I could go back
And change these years

I'm going through changes
I'm going through changes


",2.0
149,Supernaut,"



I want to reach out and touch the sky
I want to touch the sun
But I don't need to fly
I'm gonna climb up every mountain of the moon
And find the dish that ran away with the spoon

I've crossed the ocean, turned every bend
I found the crossing near a golden rainbow's end
I've been through magic and through life's reality
I've lived a thousand years and it never bothered me

Got no religion, don't need no friends
Got all I want and I don't need to pretend
Don't try to reach me, 'cause I'd tear up your mind
I've seen the future and I've left it behind


",3.0
150,Snowblind,"



What you get and what you see
Things that don't come easily
Feeling happy in my vein
Icicles are in my brain

Something blowing in my hair
Winter's ice, it soon was dead
Death would freeze my very soul
Makes me happy, makes me cold

My eyes are blind, but I can see
The snowflakes glisten on the tree
The sun no longer sets me free
I feel there's no place freezing me

Let the winter sun shine on
Let me feel the frost of dawn
Fill my dreams with flakes of snow
Soon I'll feel the chilling go

Don't you think I know what I'm doing
Don't tell me that it's doing me wrong
You're the one that's really the loser
This is where I feel I belong

Crystal world with winter flowers
Turn my days to frozen hours
Lying snowblind in the sun
Will my ice age ever come?


",4.0
