epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.04368617385625839,6.254223346710205,0.0,0.0,0.050213105976581573,6.510298252105713,0.0,0.0
1,0.04754265397787094,5.950713634490967,0.0,0.0,0.04874800145626068,6.637467861175537,0.0,0.0
2,0.05297257378697395,5.7926788330078125,0.0,0.0,0.045817796140909195,6.700255870819092,0.0,0.0
3,0.06121000647544861,5.639612197875977,0.0,0.0,0.05141182616353035,6.730255126953125,0.0,0.0
4,0.07318051159381866,5.495490550994873,0.75,0.00018511091184336692,0.04022376239299774,6.826550006866455,0.0,0.0
5,0.0850893184542656,5.354386329650879,0.9508196711540222,0.0017894054763019085,0.045151837170124054,6.8647379875183105,0.0,0.0
6,0.09801622480154037,5.216432571411133,0.9324324131011963,0.0042575509287416935,0.04395311698317528,6.958686351776123,0.0,0.0
7,0.10890691727399826,5.084468364715576,0.9372385144233704,0.006910807453095913,0.03982418775558472,7.07486629486084,0.0,0.0
8,0.1200752779841423,4.963571548461914,0.9131736755371094,0.009409804828464985,0.046750131994485855,7.1421098709106445,0.0,0.0
9,0.12889890372753143,4.851385116577148,0.9197247624397278,0.012371579185128212,0.045950986444950104,7.187646389007568,0.029411764815449715,0.00013319126446731389
10,0.13796932995319366,4.739042282104492,0.9033392071723938,0.015857834368944168,0.046616941690444946,7.30228328704834,0.05882352963089943,0.00026638252893462777
11,0.14981643855571747,4.636832237243652,0.8919288516044617,0.020115386694669724,0.04688332602381706,7.367163181304932,0.04444444552063942,0.00026638252893462777
12,0.1573442816734314,4.534491062164307,0.8934516906738281,0.02483571320772171,0.04368673264980316,7.425047874450684,0.04444444552063942,0.00026638252893462777
13,0.16715514659881592,4.442898750305176,0.9059907793998718,0.030327338725328445,0.04368673264980316,7.5351338386535645,0.033898305147886276,0.00026638252893462777
14,0.17931076884269714,4.34983491897583,0.8825422525405884,0.033844444900751114,0.0427543967962265,7.647549152374268,0.10638298094272614,0.000665956293232739
15,0.1864066869020462,4.276167392730713,0.8853046298027039,0.03810199722647667,0.044885456562042236,7.738982200622559,0.08571428805589676,0.0007991475868038833
16,0.19563138484954834,4.1977620124816895,0.8891001343727112,0.043285101652145386,0.03729355335235596,7.8362627029418945,0.12765957415103912,0.0007991475868038833
17,0.20266559720039368,4.1283674240112305,0.876173734664917,0.046061765402555466,0.046616941690444946,7.911702632904053,0.0923076942563057,0.0007991475868038833
18,0.21232222020626068,4.056253433227539,0.8869333267211914,0.051306575536727905,0.039957378059625626,8.013676643371582,0.07608695328235626,0.0009323388221673667
19,0.2211458384990692,3.985872507095337,0.89794921875,0.05673649534583092,0.04195524752140045,8.100364685058594,0.06422018259763718,0.0009323388221673667
20,0.23070989549160004,3.91831374168396,0.8903312683105469,0.06136426702141762,0.04235482215881348,8.187294960021973,0.0555555559694767,0.0007991475868038833
21,0.24008885025978088,3.8661394119262695,0.8971126675605774,0.06805910915136337,0.03716036304831505,8.291644096374512,0.04901960864663124,0.000665956293232739
22,0.24598154425621033,3.8198132514953613,0.8945711851119995,0.07015703618526459,0.03929142281413078,8.36000919342041,0.12612612545490265,0.0018646776443347335
23,0.2521827518939972,3.760848045349121,0.887721836566925,0.07561780512332916,0.03969099745154381,8.442827224731445,0.0555555559694767,0.0007991475868038833
24,0.26285749673843384,3.7011468410491943,0.9067941308021545,0.08194243162870407,0.035961639136075974,8.532610893249512,0.10256410390138626,0.0015982951736077666
25,0.2661586403846741,3.6525447368621826,0.8935081362724304,0.08619998395442963,0.03902503848075867,8.641027450561523,0.05921052768826485,0.0011987213511019945
26,0.2734396755695343,3.6097776889801025,0.8901644349098206,0.08851386606693268,0.03289824351668358,8.684846878051758,0.09848485141992569,0.00173148640897125
27,0.2805664539337158,3.561613082885742,0.891781210899353,0.09406719356775284,0.03716036304831505,8.840132713317871,0.04651162773370743,0.001065530115738511
28,0.2843920588493347,3.513422727584839,0.8908546566963196,0.10097800195217133,0.040756527334451675,8.858263969421387,0.056603774428367615,0.0011987213511019945
29,0.29306143522262573,3.4773075580596924,0.8997127413749695,0.10628451406955719,0.03875865787267685,8.867030143737793,0.05970149114727974,0.001065530115738511
30,0.29685619473457336,3.4533114433288574,0.8971255421638489,0.109770767390728,0.03809270262718201,8.961006164550781,0.08484848588705063,0.0018646776443347335
31,0.3042297959327698,3.410872459411621,0.9028418660163879,0.11467620730400085,0.04062333330512047,9.039885520935059,0.0694444477558136,0.001331912586465478
32,0.3085182011127472,3.369938850402832,0.8961977958679199,0.1185326874256134,0.03542887419462204,9.062559127807617,0.05128205195069313,0.001065530115738511
33,0.3112640082836151,3.3375346660614014,0.8952808976173401,0.12291364371776581,0.03875865787267685,9.189604759216309,0.05936073139309883,0.00173148640897125
34,0.3179279863834381,3.301569700241089,0.8964826464653015,0.12424027174711227,0.03862546756863594,9.231661796569824,0.08040200918912888,0.002131060231477022
35,0.3217536211013794,3.2792675495147705,0.8984575867652893,0.12939253449440002,0.0395578034222126,9.304594039916992,0.0379146933555603,0.001065530115738511
36,0.3296208381652832,3.246952533721924,0.897378146648407,0.13516181707382202,0.035961639136075974,9.347674369812012,0.08181817829608917,0.002397442702203989
37,0.33054637908935547,3.2169601917266846,0.9043197631835938,0.13821615278720856,0.03902503848075867,9.396512031555176,0.0381355918943882,0.0011987213511019945
38,0.3371795415878296,3.1832504272460938,0.9018453359603882,0.14173325896263123,0.04022376239299774,9.475790977478027,0.046875,0.0015982951736077666
39,0.34094345569610596,3.1606061458587646,0.8973528742790222,0.14537377655506134,0.04302077740430832,9.497529029846191,0.056886225938797,0.0025306339375674725
40,0.3442445993423462,3.1273033618927,0.8974406123161316,0.15145157277584076,0.03542887419462204,9.58436107635498,0.02777777798473835,0.001065530115738511
41,0.3484712839126587,3.108677864074707,0.8949556946754456,0.1527165025472641,0.03782631829380989,9.622126579284668,0.04182509332895279,0.0014651039382442832
42,0.35636934638023376,3.077669620513916,0.9007860422134399,0.15910282731056213,0.03769312798976898,9.6751070022583,0.039007093757390976,0.0014651039382442832
43,0.3575725853443146,3.04754900932312,0.8996052742004395,0.1617252379655838,0.03862546756863594,9.647307395935059,0.043824702501297,0.0014651039382442832
44,0.3622003495693207,3.0366756916046143,0.8988105058670044,0.16552001237869263,0.03729355335235596,9.786482810974121,0.03658536449074745,0.0015982951736077666
45,0.3671366572380066,2.998046875,0.8975570201873779,0.17002438008785248,0.034230154007673264,9.764082908630371,0.05833333358168602,0.0027970164082944393
46,0.36775368452072144,2.9762818813323975,0.9023300409317017,0.17443618178367615,0.03436334431171417,9.834589004516602,0.023668639361858368,0.001065530115738511
47,0.3712707757949829,2.957214593887329,0.8924781680107117,0.17644155025482178,0.031699519604444504,9.900659561157227,0.02787456475198269,0.001065530115738511
48,0.3743559718132019,2.942371129989624,0.8936790227890015,0.17971184849739075,0.03689397871494293,9.882534980773926,0.06230529770255089,0.002663825172930956
49,0.3783358633518219,2.90565824508667,0.9090629816055298,0.1825810670852661,0.03542887419462204,9.92538833618164,0.020270269364118576,0.0007991475868038833
50,0.3810199499130249,2.892522096633911,0.8988396525382996,0.1864066869020462,0.03436334431171417,10.046780586242676,0.050802137702703476,0.0025306339375674725
51,0.3848455846309662,2.877439022064209,0.9013605713844299,0.1880418360233307,0.03769312798976898,10.027239799499512,0.05524861812591553,0.002663825172930956
52,0.38845524191856384,2.85833740234375,0.9024707674980164,0.19270046055316925,0.03729355335235596,10.111005783081055,0.05426356568932533,0.0027970164082944393
53,0.38950422406196594,2.842618465423584,0.8990087509155273,0.1930706799030304,0.03716036304831505,10.117026329040527,0.049723755568265915,0.002397442702203989
54,0.3998704254627228,2.801605463027954,0.894590437412262,0.19846974313259125,0.03502930328249931,10.17855453491211,0.05066666752099991,0.0025306339375674725
55,0.3945947587490082,2.802899122238159,0.904435932636261,0.20380711555480957,0.035695258527994156,10.254289627075195,0.022075055167078972,0.001331912586465478
56,0.39842039346694946,2.790135383605957,0.8944886326789856,0.20479437708854675,0.03969099745154381,10.259237289428711,0.054999999701976776,0.0029302078764885664
57,0.40452903509140015,2.75295090675354,0.9052561521530151,0.20988492667675018,0.03449653834104538,10.275650024414062,0.04591836780309677,0.002397442702203989
58,0.4038503170013428,2.750401496887207,0.8986592888832092,0.2109338790178299,0.03529568389058113,10.29474925994873,0.0385604128241539,0.0019978689961135387
59,0.40742912888526917,2.726511240005493,0.8954035043716431,0.21155092120170593,0.03369738906621933,10.37491226196289,0.04470588266849518,0.0025306339375674725
60,0.4135686159133911,2.7023305892944336,0.9034544825553894,0.21624039113521576,0.029701652005314827,10.376791954040527,0.04106280207633972,0.0022642514668405056
61,0.41150155663490295,2.7005972862243652,0.8978399038314819,0.2179989516735077,0.029302077367901802,10.443765640258789,0.05701754242181778,0.0034629728179425
62,0.41773363947868347,2.6779959201812744,0.897724449634552,0.22395335137844086,0.03502930328249931,10.470919609069824,0.057446807622909546,0.0035961640533059835
63,0.4199858009815216,2.6670470237731934,0.901905357837677,0.2263597995042801,0.03609483316540718,10.494196891784668,0.07157894968986511,0.004528502933681011
64,0.4238731265068054,2.6278226375579834,0.8992587327957153,0.228303462266922,0.03556206822395325,10.565278053283691,0.078125,0.004661694169044495
65,0.422484815120697,2.632838249206543,0.9002529978752136,0.23055563867092133,0.034896109253168106,10.573188781738281,0.07847082614898682,0.005194459110498428
66,0.42529231309890747,2.6280579566955566,0.899284839630127,0.2327769696712494,0.035828448832035065,10.592489242553711,0.06707317382097244,0.004395311698317528
67,0.42911794781684875,2.6093332767486572,0.9041711091995239,0.23607811331748962,0.028103357180953026,10.65621280670166,0.036363635212183,0.002397442702203989
