epoch,accuracy,loss,precision,recall
0,0.0401073656976223,6.305737495422363,0.0,0.0
1,0.0471724309027195,5.979435920715332,0.0,0.0
2,0.05679819732904434,5.774374008178711,0.0,0.0
3,0.07540184259414673,5.5467963218688965,1.0,0.0003085181815549731
4,0.0953938215970993,5.326295852661133,0.9224137663841248,0.003301144577562809
5,0.11156017333269119,5.125314235687256,0.9395973086357117,0.008638509549200535
6,0.1275414228439331,4.947536945343018,0.8872340321540833,0.012865208089351654
7,0.1402832269668579,4.771039962768555,0.8955650925636292,0.019313238561153412
8,0.1541048288345337,4.634401798248291,0.9005848169326782,0.02375590056180954
9,0.16832752525806427,4.4993414878845215,0.893048107624054,0.030913522467017174
10,0.17952673137187958,4.38805627822876,0.8911042809486389,0.035849813371896744
11,0.1915280967950821,4.269601345062256,0.8790269494056702,0.041248880326747894
12,0.20420819520950317,4.161935329437256,0.868681013584137,0.04612346738576889
13,0.21574677526950836,4.0765910148620605,0.8845381736755371,0.054360903799533844
14,0.22580446302890778,4.005147933959961,0.8859527111053467,0.05895782634615898
15,0.23580044507980347,3.914696455001831,0.8824734091758728,0.06648566573858261
16,0.24968376755714417,3.826213836669922,0.8833755850791931,0.07524758577346802
17,0.2564711570739746,3.768400192260742,0.8837209343910217,0.07854872941970825
18,0.26390644907951355,3.715920925140381,0.8791243433952332,0.0854903906583786
19,0.268719345331192,3.66813063621521,0.8809801340103149,0.09317249059677124
20,0.2794249355792999,3.6059670448303223,0.8879820108413696,0.09733748435974121
21,0.28445377945899963,3.561427593231201,0.8979266285896301,0.10421744734048843
22,0.2859655022621155,3.5156397819519043,0.8829629421234131,0.11032610386610031
23,0.2970104515552521,3.475023031234741,0.887202262878418,0.11720605939626694
24,0.30117544531822205,3.438606023788452,0.8903358578681946,0.12022953480482101
25,0.30734580755233765,3.3970675468444824,0.8926955461502075,0.12781909108161926
26,0.31117144227027893,3.3613216876983643,0.8868449330329895,0.12791164219379425
27,0.3193163275718689,3.324481248855591,0.8846942782402039,0.13303303718566895
28,0.3184216320514679,3.2933309078216553,0.8885375261306763,0.13870978355407715
29,0.3261962831020355,3.2731363773345947,0.8854002952575684,0.13920339941978455
30,0.3284793198108673,3.2447049617767334,0.8876784443855286,0.1458057016134262
