epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.04072440043091774,6.2866902351379395,0.0,0.0,0.045151837170124054,6.586356163024902,0.0,0.0
1,0.045907504856586456,6.042308807373047,0.0,0.0,0.04448588192462921,6.65412712097168,0.0,0.0
2,0.04951716959476471,5.945173263549805,0.0,0.0,0.044086307287216187,6.691050052642822,0.0,0.0
3,0.050226759165525436,5.857245445251465,0.0,0.0,0.0443526916205883,6.752647399902344,0.0,0.0
4,0.053620461374521255,5.7692975997924805,0.0,0.0,0.03875865787267685,6.847846984863281,0.0,0.0
5,0.05892697349190712,5.6876020431518555,0.0,0.0,0.03862546756863594,6.928927898406982,0.0,0.0
6,0.06154937669634819,5.6169915199279785,1.0,9.255545592168346e-05,0.03343100845813751,6.971290111541748,0.0,0.0
7,0.06929318606853485,5.533843040466309,1.0,0.0003393700171727687,0.03502930328249931,7.014708042144775,0.0,0.0
8,0.0759880319237709,5.44597053527832,0.9347826242446899,0.0013266282621771097,0.03529568389058113,7.1202216148376465,0.0,0.0
9,0.08178817480802536,5.365095615386963,0.9696969985961914,0.0019745163153856993,0.032365478575229645,7.175212383270264,0.0,0.0
10,0.08913090080022812,5.283218860626221,0.918181836605072,0.003116033738479018,0.03982418775558472,7.22043514251709,0.0,0.0
11,0.09456082433462143,5.21270751953125,0.9197530746459961,0.004596921149641275,0.03516249358654022,7.332255840301514,0.0,0.0
12,0.10184185206890106,5.138445854187012,0.9009901285171509,0.0056150308810174465,0.029168887063860893,7.394521236419678,0.0,0.0
13,0.10628451406955719,5.067190170288086,0.9015747904777527,0.00706506660208106,0.02943526953458786,7.530158519744873,0.0,0.0
14,0.11433684080839157,5.012109756469727,0.9111111164093018,0.008854472078382969,0.03183271363377571,7.564946174621582,0.0,0.0
15,0.11840928345918655,4.939283847808838,0.9093137383460999,0.011446024291217327,0.02943526953458786,7.66089391708374,0.0,0.0
16,0.1231604591012001,4.8694868087768555,0.9061833620071411,0.013112022541463375,0.0285029299557209,7.777390956878662,0.0,0.0
17,0.12800419330596924,4.820078372955322,0.8931159377098083,0.015209946781396866,0.030900372192263603,7.806278705596924,0.0,0.0
18,0.13121278584003448,4.767286777496338,0.8977272510528564,0.017061056569218636,0.022908898070454597,7.940349102020264,0.0,0.0
19,0.13901829719543457,4.7145490646362305,0.8774929046630859,0.01900472119450569,0.02623867802321911,8.037461280822754,0.0,0.0
20,0.14056088030338287,4.6607770919799805,0.8878504633903503,0.02051645889878273,0.02770378254354,8.154940605163574,0.0,0.0
21,0.14571313560009003,4.621826648712158,0.8775510191917419,0.02255268022418022,0.023708045482635498,8.240988731384277,0.0,0.0
22,0.15209946036338806,4.570230484008789,0.8622950911521912,0.024342084303498268,0.023708045482635498,8.332744598388672,0.024390242993831635,0.00026638252893462777
23,0.1571900099515915,4.529275417327881,0.8608095049858093,0.026902785524725914,0.020644646137952805,8.455666542053223,0.0,0.0
24,0.15743683278560638,4.496821880340576,0.8834170699119568,0.027118748053908348,0.02597229555249214,8.469337463378906,0.0,0.0
25,0.16468700766563416,4.448680877685547,0.865486741065979,0.030173078179359436,0.0245071928948164,8.610626220703125,0.0,0.0
26,0.17005522549152374,4.408073425292969,0.879239022731781,0.032795485109090805,0.026505060493946075,8.65352725982666,0.03703703731298447,0.0005327650578692555
27,0.16888286173343658,4.3816070556640625,0.8744971752166748,0.033535927534103394,0.025039957836270332,8.786849021911621,0.01886792480945587,0.00026638252893462777
28,0.17647239565849304,4.335326194763184,0.8754525780677795,0.03729984909296036,0.024906765669584274,8.827933311462402,0.019801979884505272,0.00026638252893462777
29,0.1802363246679306,4.296008110046387,0.8871539831161499,0.0385647751390934,0.023042088374495506,8.850105285644531,0.00826446246355772,0.00013319126446731389
30,0.18458643555641174,4.2803192138671875,0.8760942816734314,0.04013821482658386,0.021443793550133705,8.921741485595703,0.0,0.0
31,0.18936845660209656,4.232756614685059,0.8723404407501221,0.04300743713974953,0.023175280541181564,9.057310104370117,0.0,0.0
32,0.19035571813583374,4.209996223449707,0.8667068481445312,0.04433406516909599,0.02357485331594944,9.14242935180664,0.03305784985423088,0.0005327650578692555
33,0.19529201090335846,4.184617519378662,0.8780767321586609,0.04732669144868851,0.020777836441993713,9.188912391662598,0.0,0.0
